key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_BANSYL106_01262_SEQ_00","風精靈暫留地的特那克希亞對壞風精靈們的行徑感到很氣憤。"
1,"TEXT_BANSYL106_01262_SEQ_01","接受了特那克希亞的委託。在百靈啼和神秘的風精靈談談。"
2,"TEXT_BANSYL106_01262_SEQ_02","和神秘的風精靈進行了交談，身上被他施加了隱身咒文。調查百靈啼的<hex:02280CFF05>EObj<hex:F61E90830103>，獲取<hex:02280CFF05>EObj<hex:F61E90830103>。<hex:02100103><hex:02100103>※透明狀態在一定時間後就會失效。接觸<hex:02280CFF05>EObj<hex:F61E90870103>可以延長透明狀態的持續時間。"
3,"TEXT_BANSYL106_01262_SEQ_03","獲得了<hex:02280CFF05>EObj<hex:F61E90830103>。將<hex:02280CFF05>EObj<hex:F61E90830103>交給風精靈暫留地的特那克希亞。"
4,"TEXT_BANSYL106_01262_SEQ_04","將<hex:02280CFF05>EObj<hex:F61E90830103>交給了特那克希亞。特那克希亞如願阻止了壞風精靈們舉行儀式，並拜託冒險者今後也多多關照，看起來冒險者獲得了他的信賴。下次有機會再協助他。"
5,"TEXT_BANSYL106_01262_SEQ_05","空欄"
6,"TEXT_BANSYL106_01262_SEQ_06","空欄"
7,"TEXT_BANSYL106_01262_SEQ_07","空欄"
8,"TEXT_BANSYL106_01262_SEQ_08","空欄"
9,"TEXT_BANSYL106_01262_SEQ_09","空欄"
10,"TEXT_BANSYL106_01262_SEQ_10","空欄"
11,"TEXT_BANSYL106_01262_SEQ_11","空欄"
12,"TEXT_BANSYL106_01262_SEQ_12","空欄"
13,"TEXT_BANSYL106_01262_SEQ_13","空欄"
14,"TEXT_BANSYL106_01262_SEQ_14","空欄"
15,"TEXT_BANSYL106_01262_SEQ_15","空欄"
16,"TEXT_BANSYL106_01262_SEQ_16","空欄"
17,"TEXT_BANSYL106_01262_SEQ_17","空欄"
18,"TEXT_BANSYL106_01262_SEQ_18","空欄"
19,"TEXT_BANSYL106_01262_SEQ_19","空欄"
20,"TEXT_BANSYL106_01262_SEQ_20","空欄"
21,"TEXT_BANSYL106_01262_SEQ_21","空欄"
22,"TEXT_BANSYL106_01262_SEQ_22","空欄"
23,"TEXT_BANSYL106_01262_SEQ_23",""
24,"TEXT_BANSYL106_01262_TODO_00","在百靈啼和神秘的風精靈對話"
25,"TEXT_BANSYL106_01262_TODO_01","在透明狀態下獲取<hex:02280CFF05>EObj<hex:F61E90830103>"
26,"TEXT_BANSYL106_01262_TODO_02","將<hex:02280CFF05>EObj<hex:F61E90830103>交給特那克希亞"
27,"TEXT_BANSYL106_01262_TODO_03","空欄"
28,"TEXT_BANSYL106_01262_TODO_04","空欄"
29,"TEXT_BANSYL106_01262_TODO_05","空欄"
30,"TEXT_BANSYL106_01262_TODO_06","空欄"
31,"TEXT_BANSYL106_01262_TODO_07","空欄"
32,"TEXT_BANSYL106_01262_TODO_08","空欄"
33,"TEXT_BANSYL106_01262_TODO_09","空欄"
34,"TEXT_BANSYL106_01262_TODO_10","空欄"
35,"TEXT_BANSYL106_01262_TODO_11","空欄"
36,"TEXT_BANSYL106_01262_TODO_12","空欄"
37,"TEXT_BANSYL106_01262_TODO_13","空欄"
38,"TEXT_BANSYL106_01262_TODO_14","空欄"
39,"TEXT_BANSYL106_01262_TODO_15","空欄"
40,"TEXT_BANSYL106_01262_TODO_16","空欄"
41,"TEXT_BANSYL106_01262_TODO_17","空欄"
42,"TEXT_BANSYL106_01262_TODO_18","空欄"
43,"TEXT_BANSYL106_01262_TODO_19","空欄"
