key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_KINGZB001_05030_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>瓦丘恩佩洛的基弗露正在煩惱。"
1,"TEXT_KINGZB001_05030_SEQ_01",""
2,"TEXT_KINGZB001_05030_SEQ_02",""
3,"TEXT_KINGZB001_05030_SEQ_03",""
4,"TEXT_KINGZB001_05030_SEQ_04",""
5,"TEXT_KINGZB001_05030_SEQ_05",""
6,"TEXT_KINGZB001_05030_SEQ_06",""
7,"TEXT_KINGZB001_05030_SEQ_07",""
8,"TEXT_KINGZB001_05030_SEQ_08",""
9,"TEXT_KINGZB001_05030_SEQ_09",""
10,"TEXT_KINGZB001_05030_SEQ_10",""
11,"TEXT_KINGZB001_05030_SEQ_11",""
12,"TEXT_KINGZB001_05030_SEQ_12",""
13,"TEXT_KINGZB001_05030_SEQ_13",""
14,"TEXT_KINGZB001_05030_SEQ_14",""
15,"TEXT_KINGZB001_05030_SEQ_15",""
16,"TEXT_KINGZB001_05030_SEQ_16",""
17,"TEXT_KINGZB001_05030_SEQ_17",""
18,"TEXT_KINGZB001_05030_SEQ_18",""
19,"TEXT_KINGZB001_05030_SEQ_19",""
20,"TEXT_KINGZB001_05030_SEQ_20",""
21,"TEXT_KINGZB001_05030_SEQ_21",""
22,"TEXT_KINGZB001_05030_SEQ_22",""
23,"TEXT_KINGZB001_05030_SEQ_23",""
24,"TEXT_KINGZB001_05030_TODO_00","調查<hex:02280CFF05>EObj<hex:F61EBB980103>"
25,"TEXT_KINGZB001_05030_TODO_01","和基弗露對話"
26,"TEXT_KINGZB001_05030_TODO_02",""
27,"TEXT_KINGZB001_05030_TODO_03",""
28,"TEXT_KINGZB001_05030_TODO_04",""
29,"TEXT_KINGZB001_05030_TODO_05",""
30,"TEXT_KINGZB001_05030_TODO_06",""
31,"TEXT_KINGZB001_05030_TODO_07",""
32,"TEXT_KINGZB001_05030_TODO_08",""
33,"TEXT_KINGZB001_05030_TODO_09",""
34,"TEXT_KINGZB001_05030_TODO_10",""
35,"TEXT_KINGZB001_05030_TODO_11",""
36,"TEXT_KINGZB001_05030_TODO_12",""
37,"TEXT_KINGZB001_05030_TODO_13",""
38,"TEXT_KINGZB001_05030_TODO_14",""
39,"TEXT_KINGZB001_05030_TODO_15",""
40,"TEXT_KINGZB001_05030_TODO_16",""
41,"TEXT_KINGZB001_05030_TODO_17",""
42,"TEXT_KINGZB001_05030_TODO_18",""
43,"TEXT_KINGZB001_05030_TODO_19",""
44,"TEXT_KINGZB001_05030_TODO_20",""
45,"TEXT_KINGZB001_05030_TODO_21",""
46,"TEXT_KINGZB001_05030_TODO_22",""
47,"TEXT_KINGZB001_05030_TODO_23",""
48,"TEXT_KINGZB001_05030_TSIVLU_000_000","啊，你是來自圖萊尤拉的工匠吧！<hex:02100103>我想請你幫忙對因暴風雨受損的貨車進行檢查！"
49,"TEXT_KINGZB001_05030_TSIVLU_000_001","比如車身有沒有受損，<hex:02100103>車篷有沒有損壞，<hex:02100103>兩側的氣球有沒有開洞之類的……"
50,"TEXT_KINGZB001_05030_TSIVLU_000_002","如果你能整體檢查一遍的話真的就幫大忙了！<hex:02100103>畢竟貨車這東西如果不能確認安全的話是無法使用的。"
51,"TEXT_KINGZB001_05030_TSIVLU_000_003","有好幾台尚未檢查的貨車都留在了這個村落裡。<hex:02100103>等你檢查完後就請回到這裡吧！"
52,"TEXT_KINGZB001_05030_TSIVLU_000_005","因暴風雨受損的貨車的檢查工作就拜託你了。<hex:02100103>檢查完後就請回到這裡吧！"
53,"TEXT_KINGZB001_05030_SYSTEM_000_010","認真地繞著貨車檢查了一遍，沒發現什麼問題。"
54,"TEXT_KINGZB001_05030_SYSTEM_000_011","車廂裡有積水。<hex:02100103>為了避免出現腐臭味，還是清理一下比較好。"
55,"TEXT_KINGZB001_05030_SYSTEM_000_012","車篷的連結部分出現了鬆動。<hex:02100103>雖然不影響行駛，但還是需要修補一下。"
56,"TEXT_KINGZB001_05030_SYSTEM_000_013","檢查了氣球。<hex:02100103>並未發現開洞或裂痕之類的問題。"
57,"TEXT_KINGZB001_05030_TSIVLU_000_020","哇，你檢查得好仔細啊！<hex:02100103>雖然有一些細節部分需要修補一下，<hex:02100103>不過好在沒什麼大問題，我就放心了。"
58,"TEXT_KINGZB001_05030_TSIVLU_000_021","話說……剛才來了一位真正的圖萊尤拉的工匠，<hex:02100103>還問我有沒有能提供的工作。"
59,"TEXT_KINGZB001_05030_TSIVLU_000_022","之前是我太著急，一不小心搞錯了，<hex:02100103>你其實就是個剛好路過的旅行者吧，真是抱歉。"
60,"TEXT_KINGZB001_05030_TSIVLU_000_023","這種貨車是柯納大人仿照<hex:02100103>在異國看到的陸行鳥篷車設計製造的。<hex:02100103>透過使用漂浮袋讓車廂浮起，方便羊駝拉動貨車。"
61,"TEXT_KINGZB001_05030_TSIVLU_000_024","圖拉爾大陸險峻山路較多，<hex:02100103>這樣的設計無論對我們還是羊駝來說都會方便很多。"
62,"TEXT_KINGZB001_05030_TSIVLU_000_025","總之這次感謝你幫忙進行檢查工作！<hex:02100103>我也會早點完成其他檢查，儘快恢復交易的！"
63,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_000",""
64,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_001",""
65,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_002",""
66,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_003",""
67,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_005",""
68,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_020",""
69,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_021",""
70,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_022",""
71,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_023",""
72,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_024",""
73,"TEXT_KINGZB001_05030_INSPECTIONPELUPELU05030_000_025",""
