key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_KINGZG007_05170_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>9-11號居住棟的擔心的少年正哭著看向破損的機器兵。"
1,"TEXT_KINGZG007_05170_SEQ_01",""
2,"TEXT_KINGZG007_05170_SEQ_02",""
3,"TEXT_KINGZG007_05170_SEQ_03",""
4,"TEXT_KINGZG007_05170_SEQ_04",""
5,"TEXT_KINGZG007_05170_SEQ_05",""
6,"TEXT_KINGZG007_05170_SEQ_06",""
7,"TEXT_KINGZG007_05170_SEQ_07",""
8,"TEXT_KINGZG007_05170_SEQ_08",""
9,"TEXT_KINGZG007_05170_SEQ_09",""
10,"TEXT_KINGZG007_05170_SEQ_10",""
11,"TEXT_KINGZG007_05170_SEQ_11",""
12,"TEXT_KINGZG007_05170_SEQ_12",""
13,"TEXT_KINGZG007_05170_SEQ_13",""
14,"TEXT_KINGZG007_05170_SEQ_14",""
15,"TEXT_KINGZG007_05170_SEQ_15",""
16,"TEXT_KINGZG007_05170_SEQ_16",""
17,"TEXT_KINGZG007_05170_SEQ_17",""
18,"TEXT_KINGZG007_05170_SEQ_18",""
19,"TEXT_KINGZG007_05170_SEQ_19",""
20,"TEXT_KINGZG007_05170_SEQ_20",""
21,"TEXT_KINGZG007_05170_SEQ_21",""
22,"TEXT_KINGZG007_05170_SEQ_22",""
23,"TEXT_KINGZG007_05170_SEQ_23",""
24,"TEXT_KINGZG007_05170_TODO_00","將<hex:022811FF0A>EventItem<hex:F61E92F20103>交給尤奈凱特"
25,"TEXT_KINGZG007_05170_TODO_01","將<hex:022811FF0A>EventItem<hex:F61E92F30103>交給男性技師"
26,"TEXT_KINGZG007_05170_TODO_02","對破損的機器兵做「激勵」的情感動作"
27,"TEXT_KINGZG007_05170_TODO_03","和男性技師對話"
28,"TEXT_KINGZG007_05170_TODO_04",""
29,"TEXT_KINGZG007_05170_TODO_05",""
30,"TEXT_KINGZG007_05170_TODO_06",""
31,"TEXT_KINGZG007_05170_TODO_07",""
32,"TEXT_KINGZG007_05170_TODO_08",""
33,"TEXT_KINGZG007_05170_TODO_09",""
34,"TEXT_KINGZG007_05170_TODO_10",""
35,"TEXT_KINGZG007_05170_TODO_11",""
36,"TEXT_KINGZG007_05170_TODO_12",""
37,"TEXT_KINGZG007_05170_TODO_13",""
38,"TEXT_KINGZG007_05170_TODO_14",""
39,"TEXT_KINGZG007_05170_TODO_15",""
40,"TEXT_KINGZG007_05170_TODO_16",""
41,"TEXT_KINGZG007_05170_TODO_17",""
42,"TEXT_KINGZG007_05170_TODO_18",""
43,"TEXT_KINGZG007_05170_TODO_19",""
44,"TEXT_KINGZG007_05170_TODO_20",""
45,"TEXT_KINGZG007_05170_TODO_21",""
46,"TEXT_KINGZG007_05170_TODO_22",""
47,"TEXT_KINGZG007_05170_TODO_23",""
48,"TEXT_KINGZG007_05170_SYSTEM_000_000","沒有任何反應……"
49,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_001","該怎麼辦呢……"
50,"TEXT_KINGZG007_05170_ADAPTERSON05170_000_010","嗚嗚嗚嗚……<hex:02100103>動啊，機器兵，快動起來啊！"
51,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_011","抱歉，我兒子吵到你了……<hex:02100103>他很喜歡這個負責公園警備的機器兵，<hex:02100103>可現在卻被破壞成這樣。"
52,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_012","它是因為在上次的騷亂中傷人而被破壞的。<hex:02100103>作為一個技師，雖然我也想把它修好，<hex:02100103>可這傢伙用的都是軍用品，我根本無從下手。"
53,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_013","在真唯大道的廢品站也許能從非正規途徑獲得零件。<hex:02100103>可是我以我的身份過去又很麻煩……"
54,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_014","就當是為了孩子，能請你幫幫忙嗎？<hex:02100103>我會付報酬的，<hex:02100103>請你用這些錢買些零件回來。"
55,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_020","能請你去真唯大道的廢品站買機器兵的零件回來嗎？"
56,"TEXT_KINGZG007_05170_ADAPTERSON05170_000_021","嗚嗚嗚嗚……<hex:02100103>動啊，機器兵，快動起來啊！"
57,"TEXT_KINGZG007_05170_UNAKITE_000_022","你想要機器兵的零件？<hex:02100103>哼……你有錢嗎？"
58,"TEXT_KINGZG007_05170_UNAKITE_000_023","出手真大方，東西歸你了。<hex:02100103>話說前段時間機器兵失控惹出了大問題……<hex:02100103>不過只要錢到手了，怎麼用就不歸我管了。"
59,"TEXT_KINGZG007_05170_UNAKITE_000_024","只要錢到手了，怎麼用就不歸我管了。<hex:02100103>要是沒事了你就走吧。"
60,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_030","你買到零件了嗎？"
61,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_031","非常感謝！<hex:02100103>只要有了零件……"
62,"TEXT_KINGZG007_05170_BROKENMACHINE05170_000_032","沙沙……"
63,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_033","可算是啟動了。<hex:02100103>但包含對話能力在內的各項功能都有問題……<hex:02100103>光靠應急處理最多隻能這樣了嗎……"
64,"TEXT_KINGZG007_05170_ADAPTERSON05170_000_034","但是它已經站起來了！<hex:02100103>快醒醒，機器兵，醒一醒！"
65,"TEXT_KINGZG007_05170_ADAPTERSON05170_000_035","<hex:020813E905FF07>姐姐<hex:FF07>哥哥<hex:03>也來幫忙叫醒它吧！<hex:02100103>要怎麼做才好呢？"
66,"TEXT_KINGZG007_05170_Q1_000_000","要說什麼？"
67,"TEXT_KINGZG007_05170_A1_000_001","注入活力！"
68,"TEXT_KINGZG007_05170_A1_000_002","讓它打起勁！"
69,"TEXT_KINGZG007_05170_A1_000_003","用手刀斜45度下劈"
70,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_036","你是說激勵嗎？<hex:02100103>我不認為這個方法有用……<hex:02100103>不過也想不到其他的辦法了，要不就試試吧？"
71,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_037","這樣做只會把機器兵弄壞！<hex:02100103>至少要採取和平一些的方法，<hex:02100103>要不試著激勵它吧？"
72,"TEXT_KINGZG007_05170_ADAPTERSON05170_000_038","<hex:020813E905FF07>姐姐<hex:FF07>哥哥<hex:03>來幫忙叫醒機器兵吧！"
73,"TEXT_KINGZG007_05170_ADAPTERMAN05170_000_039","看來只能期待透過激勵修好它了。"
74,"TEXT_KINGZG007_05170_BROKENMACHINE05170_000_040","沙沙……重啟……<hex:02100103>重啟完成。"
75,"TEXT_KINGZG007_05170_BROKENMACHINE05170_000_041","機器兵會維持秩序與和平。<hex:02100103>如果發現可疑人物或可疑物品請及時通報。<hex:02100103>請享受在公園的休閒時光。"
