key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_KINGMC113_04909_SEQ_00","瑪穆克的柯坦拉姆有話要說。"
1,"TEXT_KINGMC113_04909_SEQ_01","和柯坦拉姆進行了交談。和亞克特爾樹海碧眼人家的烏克·拉瑪特談談。"
2,"TEXT_KINGMC113_04909_SEQ_02","和烏克·拉瑪特進行了交談。可露兒推測黃金鄉就在亞克特爾樹海。和碧眼人家附近的艾倫維爾談談。"
3,"TEXT_KINGMC113_04909_SEQ_03","和艾倫維爾進行了交談。在亞克特爾樹海瑪穆克的<hex:02280CFF05>EObj<hex:F61EB9DA0103>等待，與同伴會合。"
4,"TEXT_KINGMC113_04909_SEQ_04","冒險者成功與同伴會合。米拉加說黃金鄉很有可能位於深空天坑深處。騎上亞克特爾樹海永命岩窟的剽悍的飛獸，前往深空天坑。"
5,"TEXT_KINGMC113_04909_SEQ_05","乘著剽悍的飛獸到達了深空天坑前面。突破神聖禁地深空天坑，確認黃金鄉是否存在。<hex:02100103><hex:02100103>※透過和進入點附近的同伴對話並選擇「編成小隊」，或選擇設定選單裡的「劇情輔助器」，可以和非玩家同伴一同進入副本。<hex:02100103>※和玩家一同進入時請透過任務搜尋器參加。"
6,"TEXT_KINGMC113_04909_SEQ_06","冒險者一行人在深空天坑深處見到了未知風格的建築物。找到了黃金鄉之後，再返回圖萊尤拉。"
7,"TEXT_KINGMC113_04909_SEQ_07","冒險者等人在深空天坑深處找到了通往黃金鄉的大門。和圖萊尤拉船頭小屋前的阿爾菲諾談談。"
8,"TEXT_KINGMC113_04909_SEQ_08","和阿爾菲諾進行了交談。阿爾菲諾讓眾人在旅店緩解長途的疲勞，等待參加繼位典禮。"
9,"TEXT_KINGMC113_04909_SEQ_09",""
10,"TEXT_KINGMC113_04909_SEQ_10",""
11,"TEXT_KINGMC113_04909_SEQ_11",""
12,"TEXT_KINGMC113_04909_SEQ_12",""
13,"TEXT_KINGMC113_04909_SEQ_13",""
14,"TEXT_KINGMC113_04909_SEQ_14",""
15,"TEXT_KINGMC113_04909_SEQ_15",""
16,"TEXT_KINGMC113_04909_SEQ_16",""
17,"TEXT_KINGMC113_04909_SEQ_17",""
18,"TEXT_KINGMC113_04909_SEQ_18",""
19,"TEXT_KINGMC113_04909_SEQ_19",""
20,"TEXT_KINGMC113_04909_SEQ_20",""
21,"TEXT_KINGMC113_04909_SEQ_21",""
22,"TEXT_KINGMC113_04909_SEQ_22",""
23,"TEXT_KINGMC113_04909_SEQ_23",""
24,"TEXT_KINGMC113_04909_TODO_00","和烏克·拉瑪特對話"
25,"TEXT_KINGMC113_04909_TODO_01","和艾倫維爾對話"
26,"TEXT_KINGMC113_04909_TODO_02","在<hex:02280CFF05>EObj<hex:F61EB9DA0103>等待"
27,"TEXT_KINGMC113_04909_TODO_03","騎上剽悍的飛獸"
28,"TEXT_KINGMC113_04909_TODO_04","突破神聖禁地深空天坑"
29,"TEXT_KINGMC113_04909_TODO_05","突破神聖禁地深空天坑"
30,"TEXT_KINGMC113_04909_TODO_06","和阿爾菲諾對話"
31,"TEXT_KINGMC113_04909_TODO_07",""
32,"TEXT_KINGMC113_04909_TODO_08",""
33,"TEXT_KINGMC113_04909_TODO_09",""
34,"TEXT_KINGMC113_04909_TODO_10",""
35,"TEXT_KINGMC113_04909_TODO_11",""
36,"TEXT_KINGMC113_04909_TODO_12",""
37,"TEXT_KINGMC113_04909_TODO_13",""
38,"TEXT_KINGMC113_04909_TODO_14",""
39,"TEXT_KINGMC113_04909_TODO_15",""
40,"TEXT_KINGMC113_04909_TODO_16",""
41,"TEXT_KINGMC113_04909_TODO_17",""
42,"TEXT_KINGMC113_04909_TODO_18",""
43,"TEXT_KINGMC113_04909_TODO_19",""
44,"TEXT_KINGMC113_04909_TODO_20",""
45,"TEXT_KINGMC113_04909_TODO_21",""
46,"TEXT_KINGMC113_04909_TODO_22",""
47,"TEXT_KINGMC113_04909_TODO_23",""
48,"TEXT_KINGMC113_04909_WUKLAMAT_000_001","塔恩夸爺爺居然就是柯坦拉姆啊。<hex:02100103>仔細想來，從艾奧傑亞來的水手裡確實有和他體格相似的……"
49,"TEXT_KINGMC113_04909_KRILE_000_002","在探索黃金鄉之前，<hex:02100103>我們先聽聽柯坦拉姆要說什麼吧。"
50,"TEXT_KINGMC113_04909_ERENVILLE_000_003","我也是第一次見到柯坦拉姆。<hex:02100103>如果見過，我不可能對一個魯加族毫無印象，<hex:02100103>我又不是烏克·拉瑪特。"
51,"TEXT_KINGMC113_04909_ALPHINAUD_000_004","沒想到失蹤的偉大探險家就生活在圖拉爾大陸。"
52,"TEXT_KINGMC113_04909_ALISAIE_000_005","雖然瑪穆克的人已經有80多年拒絕與其他種族交流，<hex:02100103>但改變從來都不怕遲。<hex:02100103>我很開心能看到他們邁出這一步，這一趟真是來對了。"
53,"TEXT_KINGMC113_04909_KETENRAMM_000_006","別在這站著說話了，我們換個地方。"
54,"TEXT_KINGMC113_04909_KETENRAMM_000_007","我的家就在瑪穆克北邊。<hex:02100103>當地人叫那裡碧眼人家，跟我來吧。"
55,"TEXT_KINGMC113_04909_KETENRAMM_000_010","雖然略顯狹小，<hex:02100103>但用來招待也足夠了，我們在這好好談談吧。"
56,"TEXT_KINGMC113_04909_KRILE_000_011","柯坦拉姆應該在這裡生活很久了。"
57,"TEXT_KINGMC113_04909_ERENVILLE_000_012","柯坦拉姆為什麼特地來這裡生活？"
58,"TEXT_KINGMC113_04909_ALPHINAUD_000_013","柯坦拉姆閣下失蹤後，<hex:02100103>許多仰慕他的探險家曾組建搜索隊尋找……<hex:02100103>沒想到他隱居在這裡，也難怪他們找不到。"
59,"TEXT_KINGMC113_04909_ALISAIE_000_014","沒想到柯坦拉姆的家裡這麼溫馨，<hex:02100103>我還以為傳說中的探險家的屋子裡會堆著各種財寶呢。"
60,"TEXT_KINGMC113_04909_WUKLAMAT_000_015","話說，你不是外國的著名探險家嗎？<hex:02100103>為什麼不回故鄉，而是留在這裡一個人生活？"
61,"TEXT_KINGMC113_04909_KETENRAMM_000_016","我受古魯加加所託，盯著瑪穆克的人別搞出什麼事來。<hex:02100103>不過多虧了你們，現在應該不會有問題了。"
62,"TEXT_KINGMC113_04909_KETENRAMM_000_017","我還順便負責見證這次的繼位儀式。<hex:02100103>但如果沒有特殊情況，我並不會出面介入。"
63,"TEXT_KINGMC113_04909_WUKLAMAT_000_018","就算是受老爹所託，<hex:02100103>但爺爺身為異國人，為什麼要做到這個地步……"
64,"TEXT_KINGMC113_04909_KETENRAMM_000_019","你見過沃拉的迴響的生墓了吧？<hex:02100103>年輕時，我曾與古魯加加一同旅行，<hex:02100103>就像現在的你們一樣。"
65,"TEXT_KINGMC113_04909_WUKLAMAT_000_020","說起來，尤卡巨人族的生墓上也刻著爺爺的名字呢。"
