key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_HEAVNZ210_01779_SEQ_00","尾羽部落的馬塞尚非常關心這裡的樹木。"
1,"TEXT_HEAVNZ210_01779_SEQ_01","馬塞尚拜託冒險者去驅除<hex:02280FFF09>BNpcName<hex:F20FCE0103>。對德拉瓦尼亞山麓地陸行鳥之森的<hex:02280CFF05>EObj<hex:F61E9A630103>使用<hex:022811FF0A>EventItem<hex:F61E8AC90103>，討伐3隻被吸引來的<hex:02280FFF09>BNpcName<hex:F20FCE0103>。"
2,"TEXT_HEAVNZ210_01779_SEQ_02","成功討伐了<hex:02280FFF09>BNpcName<hex:F20FCE0103>。向尾羽部落的馬塞尚報告。"
3,"TEXT_HEAVNZ210_01779_SEQ_03","向馬塞尚報告完畢。<hex:02280FFF09>BNpcName<hex:F20FCE0103>會侵蝕樹木，讓森林日漸衰退，這樣優質的陸行鳥就不會接近這裡。因此他們必須討伐<hex:02280FFF09>BNpcName<hex:F20FCE0103>，保護森林。"
4,"TEXT_HEAVNZ210_01779_SEQ_04","空"
5,"TEXT_HEAVNZ210_01779_SEQ_05","空"
6,"TEXT_HEAVNZ210_01779_SEQ_06","空"
7,"TEXT_HEAVNZ210_01779_SEQ_07","空"
8,"TEXT_HEAVNZ210_01779_SEQ_08","空"
9,"TEXT_HEAVNZ210_01779_SEQ_09","空"
10,"TEXT_HEAVNZ210_01779_SEQ_10","空"
11,"TEXT_HEAVNZ210_01779_SEQ_11","空"
12,"TEXT_HEAVNZ210_01779_SEQ_12","空"
13,"TEXT_HEAVNZ210_01779_SEQ_13","空"
14,"TEXT_HEAVNZ210_01779_SEQ_14","空"
15,"TEXT_HEAVNZ210_01779_SEQ_15","空"
16,"TEXT_HEAVNZ210_01779_SEQ_16","空"
17,"TEXT_HEAVNZ210_01779_SEQ_17","空"
18,"TEXT_HEAVNZ210_01779_SEQ_18","空"
19,"TEXT_HEAVNZ210_01779_SEQ_19","空"
20,"TEXT_HEAVNZ210_01779_SEQ_20","空"
21,"TEXT_HEAVNZ210_01779_SEQ_21","空"
22,"TEXT_HEAVNZ210_01779_SEQ_22","空"
23,"TEXT_HEAVNZ210_01779_SEQ_23","空"
24,"TEXT_HEAVNZ210_01779_TODO_00","對<hex:02280CFF05>EObj<hex:F61E9A630103>使用<hex:022811FF0A>EventItem<hex:F61E8AC90103>並討伐<hex:02280FFF09>BNpcName<hex:F20FCE0103>"
25,"TEXT_HEAVNZ210_01779_TODO_01","向馬塞尚報告"
26,"TEXT_HEAVNZ210_01779_TODO_02","空"
27,"TEXT_HEAVNZ210_01779_TODO_03","空"
28,"TEXT_HEAVNZ210_01779_TODO_04","空"
29,"TEXT_HEAVNZ210_01779_TODO_05","空"
30,"TEXT_HEAVNZ210_01779_TODO_06","空"
31,"TEXT_HEAVNZ210_01779_TODO_07","空"
32,"TEXT_HEAVNZ210_01779_TODO_08","空"
33,"TEXT_HEAVNZ210_01779_TODO_09","空"
34,"TEXT_HEAVNZ210_01779_TODO_10","空"
35,"TEXT_HEAVNZ210_01779_TODO_11","空"
36,"TEXT_HEAVNZ210_01779_TODO_12","空"
37,"TEXT_HEAVNZ210_01779_TODO_13","空"
38,"TEXT_HEAVNZ210_01779_TODO_14","空"
39,"TEXT_HEAVNZ210_01779_TODO_15","空"
40,"TEXT_HEAVNZ210_01779_TODO_16","空"
41,"TEXT_HEAVNZ210_01779_TODO_17","空"
42,"TEXT_HEAVNZ210_01779_TODO_18","空"
43,"TEXT_HEAVNZ210_01779_TODO_19","空"
44,"TEXT_HEAVNZ210_01779_TODO_20","空"
45,"TEXT_HEAVNZ210_01779_TODO_21","空"
46,"TEXT_HEAVNZ210_01779_TODO_22","空"
47,"TEXT_HEAVNZ210_01779_TODO_23","空"
48,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_000","我有件急事想交給你去做，要不要試試？<hex:02100103>有一些蛞蝓正寄生在附近的樹木上，<hex:02100103>希望你把它們驅除掉。"
49,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_001","這些東西會侵蝕樹木，使整片森林都衰敗下來。<hex:02100103>我已經拜託夥伴們去做了，但人手始終是不足。"
50,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_002","這裡以南的區域附近人手比較少。<hex:02100103>你到那邊去，在樹根部分撒上一些<hex:022811FF0A>EventItem<hex:F61E8AC90103>，<hex:02100103>應該就能看到那些<hex:02280FFF09>BNpcName<hex:F20FCE0103>了。"
51,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_010","這裡以南的區域附近人手比較少。<hex:02100103>你到那邊去，在樹根部分撒上一些<hex:022811FF0A>EventItem<hex:F61E8AC90103>，<hex:02100103>應該就能看到那些<hex:02280FFF09>BNpcName<hex:F20FCE0103>了。"
52,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_020","喔喔，你回來了。<hex:02100103>要是放著它們不管，森林馬上就會被摧殘殆盡的，多謝你。"
53,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_021","這附近除了陸行鳥，還棲息著許多其他野生動物。<hex:02100103>而這也是多虧樹冠遮蔽了上空，保護了野獸們不被龍族捕食。<hex:02100103>所以守護森林也是一份重要的工作。"
54,"TEXT_HEAVNZ210_01779_MARCECHAMP_000_022","……對了，如果你沾到那些髒水了，記得去好好洗手哦，<hex:02100103>那些是陸行鳥的……不，你不用太在意，哈哈哈哈！"
